url	crop_label	content_class	cluster_id	cluster_size
https://codec-corpus.r2.imazen.org/imazen-26-png-v3/9226-lilith-ai-products/grocery/whitelabel/9701_gen_products-grocery-whitelabel_coffee-bag-whole-bean_p0462_1024x1536.sdr.png	c25_bl	9226-lilith-ai-products	0	190
https://codec-corpus.r2.imazen.org/imazen-26-png-v3/1400-lilith-nature/1404_nature_palm-trees-sunset_ka-anapali-beach-kaanapali_s21u_iso16-f1p8_20210607-180007_4000x3000.sdr.png	c25_bl	1400-lilith-nature	1	137
https://codec-corpus.r2.imazen.org/imazen-26-png-v3/8100-lilith-web-screenshots/2880x1800/8237_web-screenshots_nasa-artemis_dpr2_page2_2880x1800.sdr.png	c50_center	8100-lilith-web-screenshots	2	103
https://codec-corpus.r2.imazen.org/imazen-26-png-v3/9226-lilith-ai-products/footwear/9634_gen_products-footwear_chunky-dad-sneakers_p0396_3840x2160.sdr.png	c25_center	9226-lilith-ai-products	3	79
https://codec-corpus.r2.imazen.org/imazen-26-png-v3/9094-lilith-ai-illustrations/9143_gen_illustrations_runner-golden-field_1024x1536.sdr.png	c25_br	9094-lilith-ai-illustrations	4	17
https://codec-corpus.r2.imazen.org/imazen-26-png-v3/8100-lilith-web-screenshots/375x667/8284_web-screenshots_loc-exhibits_dpr1_page1_375x667.sdr.png	c50_bl	8100-lilith-web-screenshots	5	57
https://codec-corpus.r2.imazen.org/imazen-26-png-v3/5000-national-park-service-brochures/color/5004_nps_blca-black-canyon-2023_color_p02_7016x4961.sdr.png	c25_center	5000-national-park-service-brochures	6	116
https://codec-corpus.r2.imazen.org/imazen-26-png-v3/8100-lilith-web-screenshots/other/8434_web-screenshots_nih-home_dpr1_page1_414x896.sdr.png	full	8100-lilith-web-screenshots	7	144
https://codec-corpus.r2.imazen.org/imazen-26-png-v3/9094-lilith-ai-illustrations/9097_gen_illustrations_autumn-deciduous-path_1024x1536.sdr.png	c50_tr	9094-lilith-ai-illustrations	8	19
https://codec-corpus.r2.imazen.org/imazen-26-png-v3/7000-lilith-plots/grids/7052_plots_line-00222-s2f495179_1024x1024.sdr.png	c50_br	7000-lilith-plots	9	11
https://codec-corpus.r2.imazen.org/imazen-26-png-v3/5000-national-park-service-brochures/grayscale/5044_nps_mora-ohanapecosh7-2019_gray_p01_2550x3300.sdr.png	c25_tr	5000-national-park-service-brochures	10	790
https://codec-corpus.r2.imazen.org/imazen-26-png-v3/8100-lilith-web-screenshots/375x667/8271_web-screenshots_archive-wayback-search_dpr1_page1_375x667.sdr.png	c50_center	8100-lilith-web-screenshots	11	34
https://codec-corpus.r2.imazen.org/imazen-26-png-v3/2400-unsplash-textures/2404_textures_tree-bark-texture_by-hwang-sanguk-k0tljwrabxg-unsplash_3024x3024.sdr.png	c50_bl	2400-unsplash-textures	12	16
https://codec-corpus.r2.imazen.org/imazen-26-png-v3/8100-lilith-web-screenshots/768x1024/8358_web-screenshots_nasa-perseverance_dpr1_page2_768x1024.sdr.png	c50_bl	8100-lilith-web-screenshots	13	57
https://codec-corpus.r2.imazen.org/imazen-26-png-v3/7000-lilith-plots/aliased-lines/7018_plots_line-00266-s0bc1d2a4_1024x1024.sdr.png	c25_center	7000-lilith-plots	14	1
https://codec-corpus.r2.imazen.org/imazen-26-png-v3/5000-national-park-service-brochures/grayscale/5047_nps_redw-horsetrails-sb-2021-2_gray_p01_2550x4200.sdr.png	c50_br	5000-national-park-service-brochures	15	127
https://codec-corpus.r2.imazen.org/imazen-26-png-v3/7000-lilith-plots/grids/7053_plots_line-00252-s1b3f1017_1024x1024.sdr.png	c50_bl	7000-lilith-plots	16	20
https://codec-corpus.r2.imazen.org/imazen-26-png-v3/8100-lilith-web-screenshots/2880x1800/8232_web-screenshots_loc-exhibitions_dpr2_page1_2880x1800.sdr.png	c25_br	8100-lilith-web-screenshots	17	137
https://codec-corpus.r2.imazen.org/imazen-26-png-v3/9226-lilith-ai-products/electronics/9615_gen_products-electronics_orbit-smart-ring_p0377_1024x1024.sdr.png	c50_br	9226-lilith-ai-products	18	188
https://codec-corpus.r2.imazen.org/imazen-26-png-v3/8100-lilith-web-screenshots/375x667/8283_web-screenshots_lkml-lists-index_dpr1_page2_375x667.sdr.png	c25_tl	8100-lilith-web-screenshots	19	2
https://codec-corpus.r2.imazen.org/imazen-26-png-v3/9094-lilith-ai-illustrations/9110_gen_illustrations_coffee-shop-dusk_1536x1024.sdr.png	c50_center	9094-lilith-ai-illustrations	20	59
https://codec-corpus.r2.imazen.org/imazen-26-png-v3/1400-lilith-nature/1427_nature_bee-on-pink-flower_monument-inochi-kyoto_s23u_iso64-f4p9_20231107-111746_3000x4000.sdr.png	c50_bl	1400-lilith-nature	21	101
https://codec-corpus.r2.imazen.org/imazen-26-png-v3/1400-lilith-nature/1514_nature_purple-allium-flowers_colorado_ip8plus_iso20-f2p8_img-1310_3024x4032.sdr.png	c25_bl	1400-lilith-nature	22	147
https://codec-corpus.r2.imazen.org/imazen-26-png-v3/9226-lilith-ai-products/baby/9269_gen_products-baby_knit-romper-overalls-sage_flat_p0041_1024x1536.sdr.png	c50_br	9226-lilith-ai-products	23	51
https://codec-corpus.r2.imazen.org/imazen-26-png-v3/1400-lilith-nature/1421_nature_potted-orchids-table_shinjuku-gyoen-national-garden-shinjuku_s23u_iso16-f1p7_20230702-114223_3000x4000.sdr.png	c50_bl	1400-lilith-nature	24	120
https://codec-corpus.r2.imazen.org/imazen-26-png-v3/8100-lilith-web-screenshots/2880x1800/8250_web-screenshots_nih-home_dpr2_page2_2880x1800.sdr.png	c25_tl	8100-lilith-web-screenshots	25	26
https://codec-corpus.r2.imazen.org/imazen-26-png-v3/5200-epa-climate-impact-2021-report/5204_epa_climate-impact-2021_key-findings-income-education-age_p007_2968x3841.sdr.png	c50_center	5200-epa-climate-impact-2021-report	26	158
https://codec-corpus.r2.imazen.org/imazen-26-png-v3/6000-lilith-scans-public-patents/lynn_conway_us5046022_1bitoriginal/6019_scans-patents_lynn-conway-us5046022-1bit_p020_2320x3408.sdr.png	c25_br	6000-lilith-scans-public-patents	27	35
https://codec-corpus.r2.imazen.org/imazen-26-png-v3/1400-lilith-nature/1508_nature_ice-cave-interior_hornafjordur-iceland_ip13pro_iso1000-f1p8_img-0474_4032x3024.sdr.png	c50_br	1400-lilith-nature	28	59
https://codec-corpus.r2.imazen.org/imazen-26-png-v3/9000-lilith-ai-clipart/9036_gen_clipart_laptop-coffee_1024x1024.sdr.png	full	9000-lilith-ai-clipart	29	242
https://codec-corpus.r2.imazen.org/imazen-26-png-v3/7000-lilith-plots/grids/7039_plots_chart-00220-s782a7764_1024x1024.sdr.png	c25_tr	7000-lilith-plots	30	10
https://codec-corpus.r2.imazen.org/imazen-26-png-v3/1400-lilith-nature/1488_nature_iceberg-ocean-landscape_yakutat-alaska_s25u_iso80-f1p7_20250803-185104_3000x4000.sdr.png	c50_tr	1400-lilith-nature	31	134
https://codec-corpus.r2.imazen.org/imazen-26-png-v3/2000-unsplash-people/2001_people_by-anastasia-pivnenko-prng6r1nspq-unsplash_2272x3072.sdr.png	c50_bl	2000-unsplash-people	32	22
https://codec-corpus.r2.imazen.org/imazen-26-png-v3/9000-lilith-ai-clipart/9009_gen_clipart_book-stack_1024x1536.sdr.png	c25_tl	9000-lilith-ai-clipart	33	111
https://codec-corpus.r2.imazen.org/imazen-26-png-v3/9226-lilith-ai-products/accessories/9237_gen_products-accessories_marigold-statement-belt_p0011_3840x2160.sdr.png	c25_tr	9226-lilith-ai-products	34	4
https://codec-corpus.r2.imazen.org/imazen-26-png-v3/9226-lilith-ai-products/whitelabeled-beauty/9915_gen_products-whitelabeled-beauty_clear-lip-gloss-tube_p0676_1024x1536.sdr.png	c50_center	9226-lilith-ai-products	35	291
https://codec-corpus.r2.imazen.org/imazen-26-png-v3/1600-lilith-food/1614_food_dessert-plate-upside-down_valladolid-mexico_s23u_iso640-f1p7_20230917-213342_4000x3000.sdr.png	c50_center	1600-lilith-food	36	200
https://codec-corpus.r2.imazen.org/imazen-26-png-v3/9226-lilith-ai-products/accessories/9238_gen_products-accessories_merch-canvas-tote_p0012_1152x2048.sdr.png	c50_br	9226-lilith-ai-products	37	59
https://codec-corpus.r2.imazen.org/imazen-26-png-v3/9226-lilith-ai-products/clothing/womens/general/9526_gen_products-clothing-womens-general_denim-jacket_flat_p0291_1024x1024.sdr.png	c50_center	9226-lilith-ai-products	38	17
https://codec-corpus.r2.imazen.org/imazen-26-png-v3/9226-lilith-ai-products/home/kitchen/9817_gen_products-home-kitchen_fieldstone-glass-storage-set_p0578_1536x1024.sdr.png	c25_tr	9226-lilith-ai-products	39	312
https://codec-corpus.r2.imazen.org/imazen-26-png-v3/8100-lilith-web-screenshots/768x1024/8387_web-screenshots_weather-home_dpr1_page1_768x1024.sdr.png	c25_tl	8100-lilith-web-screenshots	40	13
https://codec-corpus.r2.imazen.org/imazen-26-png-v3/9226-lilith-ai-products/grocery/9699_gen_products-grocery_wildoak-maple-pecan-granola-bag_p0460_1024x1536.sdr.png	c50_center	9226-lilith-ai-products	41	94
https://codec-corpus.r2.imazen.org/imazen-26-png-v3/1400-lilith-nature/1538_nature_boat-on-narrow-channel_muyil-chunyaxche-mexico_ip13pro_iso50-f1p5_img-8787_3024x4032.sdr.png	c25_center	1400-lilith-nature	42	140
https://codec-corpus.r2.imazen.org/imazen-26-png-v3/7000-lilith-plots/aliased-line-patterns/7002_plots_line-00118-s306ca2bd_1024x1024.sdr.png	c50_tl	7000-lilith-plots	43	7
https://codec-corpus.r2.imazen.org/imazen-26-png-v3/7000-lilith-plots/line-patterns/7057_plots_line-tiling-00208-s6c4f8551_1024x1024.sdr.png	c50_bl	7000-lilith-plots	44	19
https://codec-corpus.r2.imazen.org/imazen-26-png-v3/7000-lilith-plots/real-charts/7125_plots_chart-violin-16-forest_1024x1024.sdr.png	full	7000-lilith-plots	45	118
