id	split	content_class	path	width	height	format	bytes_manifest	bytes_actual	sha256	raw_url	png_v3_sdr_url
1001	validate	1000-lilith-photos-general	1000-lilith-photos-general/1001_general_oceanfront-resort-view_sheraton-waikiki-east-honolulu_s21u_iso32-f1p8_20210602-055442_4000x3000.jpg	4000	3000	jpg	2790624	2793212	fe91db079766cf41a4ada9667c20c7ec9ac4a056b43a55ef178f16124bdb8974	https://codec-corpus.r2.imazen.org/imazen-26-unprocessed/1000-lilith-photos-general/1001_general_oceanfront-resort-view_sheraton-waikiki-east-honolulu_s21u_iso32-f1p8_20210602-055442_4000x3000.jpg	https://codec-corpus.r2.imazen.org/imazen-26-png-v3/1000-lilith-photos-general/1001_general_oceanfront-resort-view_sheraton-waikiki-east-honolulu_s21u_iso32-f1p8_20210602-055442_4000x3000.sdr.png
1003	validate	1000-lilith-photos-general	1000-lilith-photos-general/1003_general_docked-boat-pier_brick-palace-lahaina_s21u_iso50-f2p2_20210609-124821_4000x3000.jpg	4000	3000	jpg	3639028	3581855	e8e47a0c310ec189b0341851dd2764fc41a26c70478797ea65eb172a086976ef	https://codec-corpus.r2.imazen.org/imazen-26-unprocessed/1000-lilith-photos-general/1003_general_docked-boat-pier_brick-palace-lahaina_s21u_iso50-f2p2_20210609-124821_4000x3000.jpg	https://codec-corpus.r2.imazen.org/imazen-26-png-v3/1000-lilith-photos-general/1003_general_docked-boat-pier_brick-palace-lahaina_s21u_iso50-f2p2_20210609-124821_4000x3000.sdr.png
1005	validate	1000-lilith-photos-general	1000-lilith-photos-general/1005_general_la-pedrera-rooftop-terrace_l-eixample-barcelona-spain_s21u_iso50-f2p2_20220304-165729_4000x3000.jpg	4000	3000	jpg	3123423	3072671	24b76dbe49a97a0d8032966b467d09e8146928562f575906b4ba8ca3c43851f7	https://codec-corpus.r2.imazen.org/imazen-26-unprocessed/1000-lilith-photos-general/1005_general_la-pedrera-rooftop-terrace_l-eixample-barcelona-spain_s21u_iso50-f2p2_20220304-165729_4000x3000.jpg	https://codec-corpus.r2.imazen.org/imazen-26-png-v3/1000-lilith-photos-general/1005_general_la-pedrera-rooftop-terrace_l-eixample-barcelona-spain_s21u_iso50-f2p2_20220304-165729_4000x3000.sdr.png
1011	validate	1000-lilith-photos-general	1000-lilith-photos-general/1011_general_city-street-at-night_s23u_iso80-f1p7_20230711-19230_4000x2252.jpg	4000	2252	jpg	3048967	2988711	37a38d9fec89cec02543727dc62e543ebddebb25ca258cdc0175af43f45ec40d	https://codec-corpus.r2.imazen.org/imazen-26-unprocessed/1000-lilith-photos-general/1011_general_city-street-at-night_s23u_iso80-f1p7_20230711-19230_4000x2252.jpg	https://codec-corpus.r2.imazen.org/imazen-26-png-v3/1000-lilith-photos-general/1011_general_city-street-at-night_s23u_iso80-f1p7_20230711-19230_4000x2252.sdr.png
1013	validate	1000-lilith-photos-general	1000-lilith-photos-general/1013_general_colorful-glass-sculpture_seattle-center-seattle_s23u_iso800-f1p7_20230727-173318_4000x3000.jpg	4000	3000	jpg	4163687	4110289	9259b6060926bd4b09e13e920410c9a8e04310641fabc854ec886e157e5deb3b	https://codec-corpus.r2.imazen.org/imazen-26-unprocessed/1000-lilith-photos-general/1013_general_colorful-glass-sculpture_seattle-center-seattle_s23u_iso800-f1p7_20230727-173318_4000x3000.jpg	https://codec-corpus.r2.imazen.org/imazen-26-png-v3/1000-lilith-photos-general/1013_general_colorful-glass-sculpture_seattle-center-seattle_s23u_iso800-f1p7_20230727-173318_4000x3000.sdr.png
1015	validate	1000-lilith-photos-general	1000-lilith-photos-general/1015_general_colorful-glass-sculpture_seattle-center-seattle_s23u_iso400-f2p4_20230727-173537_4000x3000.jpg	4000	3000	jpg	3583878	3516017	75615bce5cb7a1553945a6973824ff8bbf7bcee44cf4a9b43e46022e5aba54e3	https://codec-corpus.r2.imazen.org/imazen-26-unprocessed/1000-lilith-photos-general/1015_general_colorful-glass-sculpture_seattle-center-seattle_s23u_iso400-f2p4_20230727-173537_4000x3000.jpg	https://codec-corpus.r2.imazen.org/imazen-26-png-v3/1000-lilith-photos-general/1015_general_colorful-glass-sculpture_seattle-center-seattle_s23u_iso400-f2p4_20230727-173537_4000x3000.sdr.png
1021	validate	1000-lilith-photos-general	1000-lilith-photos-general/1021_general_sunset-cityscape-waterfront_seattle-center-seattle_s23u_iso50-f2p2_20230729-204147_4000x3000.jpg	4000	3000	jpg	2955308	2905113	17372f37e84c0d2a14948bf12568f13585a492510b25897a1aabd043301f5637	https://codec-corpus.r2.imazen.org/imazen-26-unprocessed/1000-lilith-photos-general/1021_general_sunset-cityscape-waterfront_seattle-center-seattle_s23u_iso50-f2p2_20230729-204147_4000x3000.jpg	https://codec-corpus.r2.imazen.org/imazen-26-png-v3/1000-lilith-photos-general/1021_general_sunset-cityscape-waterfront_seattle-center-seattle_s23u_iso50-f2p2_20230729-204147_4000x3000.sdr.png
1023	validate	1000-lilith-photos-general	1000-lilith-photos-general/1023_general_outdoor-lounge-sofa_azulik-city-arts-francisco-uh-may_s23u_iso12-f1p7_20230917-152324_4000x3000.jpg	4000	3000	jpg	4311574	4252177	e5c1f981b53db7e5a0997f902484bade9858ced16490d8ecc412cd792e54d1d2	https://codec-corpus.r2.imazen.org/imazen-26-unprocessed/1000-lilith-photos-general/1023_general_outdoor-lounge-sofa_azulik-city-arts-francisco-uh-may_s23u_iso12-f1p7_20230917-152324_4000x3000.jpg	https://codec-corpus.r2.imazen.org/imazen-26-png-v3/1000-lilith-photos-general/1023_general_outdoor-lounge-sofa_azulik-city-arts-francisco-uh-may_s23u_iso12-f1p7_20230917-152324_4000x3000.sdr.png
1025	validate	1000-lilith-photos-general	1000-lilith-photos-general/1025_general_restaurant-table-setting_placa-pedro-infante-valladolid_s23u_iso2000-f2p2_20230917-193017_4000x3000.jpg	4000	3000	jpg	3733374	3676378	193e5f79a753b8f22b28243fc828056ee03271d56189fee78dae5ef4c8e7dd0c	https://codec-corpus.r2.imazen.org/imazen-26-unprocessed/1000-lilith-photos-general/1025_general_restaurant-table-setting_placa-pedro-infante-valladolid_s23u_iso2000-f2p2_20230917-193017_4000x3000.jpg	https://codec-corpus.r2.imazen.org/imazen-26-png-v3/1000-lilith-photos-general/1025_general_restaurant-table-setting_placa-pedro-infante-valladolid_s23u_iso2000-f2p2_20230917-193017_4000x3000.sdr.png
1031	validate	1000-lilith-photos-general	1000-lilith-photos-general/1031_general_poolside-jungle-mural_fraccionamiento-jardines-de-oriente-valladolid-m_s23u_iso50-f2p4_20230918-110218_4000x3000.jpg	4000	3000	jpg	3714594	3662726	5f8e712c7ccf834fe863841af802595702a3fbbb3fd636bcc59e628713733594	https://codec-corpus.r2.imazen.org/imazen-26-unprocessed/1000-lilith-photos-general/1031_general_poolside-jungle-mural_fraccionamiento-jardines-de-oriente-valladolid-m_s23u_iso50-f2p4_20230918-110218_4000x3000.jpg	https://codec-corpus.r2.imazen.org/imazen-26-png-v3/1000-lilith-photos-general/1031_general_poolside-jungle-mural_fraccionamiento-jardines-de-oriente-valladolid-m_s23u_iso50-f2p4_20230918-110218_4000x3000.sdr.png
