url	crop_label	content_class	cluster_id	cluster_size
https://codec-corpus.r2.imazen.org/imazen-26-png-v3/9226-lilith-ai-products/home/decor/9740_gen_products-home-decor_ceramic-vase-trio_p0501_1536x1024.sdr.png	c50_bl	9226-lilith-ai-products	0	40
https://codec-corpus.r2.imazen.org/imazen-26-png-v3/8100-lilith-web-screenshots/768x1024/8351_web-screenshots_nasa-image-of-day_dpr1_page1_768x1024.sdr.png	c25_bl	8100-lilith-web-screenshots	1	16
https://codec-corpus.r2.imazen.org/imazen-26-png-v3/3300-met-museum-photos/3320_met_six-jewel-rivers_53427_3841x2149.sdr.png	c50_center	3300-met-museum-photos	2	3
https://codec-corpus.r2.imazen.org/imazen-26-png-v3/1400-lilith-nature/1504_nature_cloudy-sky-over-field_colorado_ip13pro_iso50-f1p5_img-0374_4032x3024.sdr.png	c25_br	1400-lilith-nature	3	17
https://codec-corpus.r2.imazen.org/imazen-26-png-v3/5000-national-park-service-brochures/grayscale/5041_nps_deva-routes-from-las-vegas_gray_p01_2550x3300.sdr.png	c50_tr	5000-national-park-service-brochures	4	70
https://codec-corpus.r2.imazen.org/imazen-26-png-v3/9226-lilith-ai-products/toys/9894_gen_products-toys_kids-three-wheel-scooter_p0655_1024x1536.sdr.png	c50_tr	9226-lilith-ai-products	5	78
https://codec-corpus.r2.imazen.org/imazen-26-png-v3/8100-lilith-web-screenshots/1440x900/8134_web-screenshots_nps-grand-canyon_dpr1_page1_1440x900.sdr.png	c25_br	8100-lilith-web-screenshots	6	25
https://codec-corpus.r2.imazen.org/imazen-26-png-v3/9226-lilith-ai-products/electronics/9597_gen_products-electronics_harmonix-studio-monitors_p0361_1536x1024.sdr.png	c50_br	9226-lilith-ai-products	7	30
https://codec-corpus.r2.imazen.org/imazen-26-png-v3/1400-lilith-nature/1487_nature_glacier-over-water_kenai-peninsula-borough-alaska_s25u_iso40-f1p7_20250801-135016_3000x4000.sdr.png	c25_center	1400-lilith-nature	8	19
https://codec-corpus.r2.imazen.org/imazen-26-png-v3/7000-lilith-plots/grids/7052_plots_line-00222-s2f495179_1024x1024.sdr.png	c25_tl	7000-lilith-plots	9	5
https://codec-corpus.r2.imazen.org/imazen-26-png-v3/8100-lilith-web-screenshots/1440x900/8113_web-screenshots_lkml-lists-index_dpr1_page1_1440x900.sdr.png	c50_tl	8100-lilith-web-screenshots	10	13
https://codec-corpus.r2.imazen.org/imazen-26-png-v3/1600-lilith-food/1634_food_breakfast-table-setting_uchiura-shigedera-numazu-japan_s23u_iso16-f1p7_20250308-091451_3000x4000.sdr.png	c50_center	1600-lilith-food	11	61
https://codec-corpus.r2.imazen.org/imazen-26-png-v3/9000-lilith-ai-clipart/9026_gen_clipart_gift-box-bow_1024x1536.sdr.png	c50_tl	9000-lilith-ai-clipart	12	61
https://codec-corpus.r2.imazen.org/imazen-26-png-v3/8100-lilith-web-screenshots/768x1024/8345_web-screenshots_loc-pictures_dpr1_page1_768x1024.sdr.png	c25_tl	8100-lilith-web-screenshots	13	5
https://codec-corpus.r2.imazen.org/imazen-26-png-v3/9226-lilith-ai-products/baby/9276_gen_products-baby_sleep-sack-sage-bunny_flat_p0048_1024x1536.sdr.png	c25_tl	9226-lilith-ai-products	14	228
https://codec-corpus.r2.imazen.org/imazen-26-png-v3/9094-lilith-ai-illustrations/9106_gen_illustrations_child-fox-snowy-forest_1024x1536.sdr.png	c25_br	9094-lilith-ai-illustrations	15	5
https://codec-corpus.r2.imazen.org/imazen-26-png-v3/7000-lilith-plots/grids/7050_plots_line-00166-s010fb6d2_1024x1024.sdr.png	c25_tl	7000-lilith-plots	16	10
https://codec-corpus.r2.imazen.org/imazen-26-png-v3/8100-lilith-web-screenshots/375x667/8282_web-screenshots_lkml-lists-index_dpr1_page1_375x667.sdr.png	c25_bl	8100-lilith-web-screenshots	17	5
https://codec-corpus.r2.imazen.org/imazen-26-png-v3/6000-lilith-scans-public-patents/lynn_conway_us5046022_printrescancolor300/6047_scans-patents_lynn-conway-us5046022-rescan-color_p019_2479x3230.sdr.png	c50_tr	6000-lilith-scans-public-patents	18	66
https://codec-corpus.r2.imazen.org/imazen-26-png-v3/6600-ia-scans-manuscript-illustrations/6605_scans-illustrations_haeckel-pitcher-plants_plate0062_4988x7412.sdr.png	c50_br	6600-ia-scans-manuscript-illustrations	19	6
https://codec-corpus.r2.imazen.org/imazen-26-png-v3/9226-lilith-ai-products/footwear/9655_gen_products-footwear_green-retro-low-trainers_p0416_3840x2160.sdr.png	c25_tr	9226-lilith-ai-products	20	3
https://codec-corpus.r2.imazen.org/imazen-26-png-v3/7000-lilith-plots/aliased-line-patterns/7000_plots_line-00056-s6bcec02a_1024x1024.sdr.png	c50_center	7000-lilith-plots	21	7
https://codec-corpus.r2.imazen.org/imazen-26-png-v3/5000-national-park-service-brochures/grayscale/5044_nps_mora-ohanapecosh7-2019_gray_p01_2550x3300.sdr.png	c25_tr	5000-national-park-service-brochures	22	781
https://codec-corpus.r2.imazen.org/imazen-26-png-v3/6000-lilith-scans-public-patents/yvonne_brill_us3807657_1bitoriginal/6104_scans-patents_yvonne-brill-us3807657-1bit_p007_2320x3408.sdr.png	c50_tl	6000-lilith-scans-public-patents	23	38
https://codec-corpus.r2.imazen.org/imazen-26-png-v3/7000-lilith-plots/real-charts/7123_plots_chart-scatter-09-light_1024x1024.sdr.png	c25_tr	7000-lilith-plots	24	16
https://codec-corpus.r2.imazen.org/imazen-26-png-v3/1000-lilith-photos-general/1066_general_stone-building-facade_park-guell-barcelona_zfold7_iso80-f1p7_20260318-172109_3000x4000.sdr.png	c25_center	1000-lilith-photos-general	25	23
https://codec-corpus.r2.imazen.org/imazen-26-png-v3/1400-lilith-nature/1410_nature_coastal-road-view_maui-hawaii_s21u_iso50-f2p4_20210608-170946_4000x3000.sdr.png	c50_tr	1400-lilith-nature	26	17
https://codec-corpus.r2.imazen.org/imazen-26-png-v3/1400-lilith-nature/1514_nature_purple-allium-flowers_colorado_ip8plus_iso20-f2p8_img-1310_3024x4032.sdr.png	c50_tl	1400-lilith-nature	27	41
https://codec-corpus.r2.imazen.org/imazen-26-png-v3/8100-lilith-web-screenshots/1440x900/8135_web-screenshots_nps-grand-canyon_dpr1_page2_1440x900.sdr.png	c25_bl	8100-lilith-web-screenshots	28	41
https://codec-corpus.r2.imazen.org/imazen-26-png-v3/7000-lilith-plots/grids/7045_plots_chart-00418-s51df1e6b_1024x1024.sdr.png	full	7000-lilith-plots	29	13
https://codec-corpus.r2.imazen.org/imazen-26-png-v3/7000-lilith-plots/line-patterns/7057_plots_line-tiling-00208-s6c4f8551_1024x1024.sdr.png	c50_tr	7000-lilith-plots	30	11
https://codec-corpus.r2.imazen.org/imazen-26-png-v3/9226-lilith-ai-products/clothing/womens/activewear/9451_gen_products-clothing-womens-activewear_leggings-pack-two_p0222_1536x1024.sdr.png	c25_tl	9226-lilith-ai-products	31	37
https://codec-corpus.r2.imazen.org/imazen-26-png-v3/9226-lilith-ai-products/grocery/9698_gen_products-grocery_wildoak-honey-oat-cereal-box_p0459_1024x1536.sdr.png	c25_center	9226-lilith-ai-products	32	2
https://codec-corpus.r2.imazen.org/imazen-26-png-v3/8100-lilith-web-screenshots/768x1024/8337_web-screenshots_datagov-catalog_dpr1_page2_768x1024.sdr.png	c50_bl	8100-lilith-web-screenshots	33	41
https://codec-corpus.r2.imazen.org/imazen-26-png-v3/7000-lilith-plots/line-patterns/7059_plots_line-tiling-00260-s5da77574_1024x1024.sdr.png	c50_br	7000-lilith-plots	34	12
https://codec-corpus.r2.imazen.org/imazen-26-png-v3/9226-lilith-ai-products/clothing/mens/9396_gen_products-clothing-mens_grid-fleece-quarter-zip_p0167_2160x3840.sdr.png	c25_center	9226-lilith-ai-products	35	3
https://codec-corpus.r2.imazen.org/imazen-26-png-v3/9226-lilith-ai-products/clothing/kids/9384_gen_products-clothing-kids_rainbow-tee_p0155_2160x3840.sdr.png	c50_bl	9226-lilith-ai-products	36	22
https://codec-corpus.r2.imazen.org/imazen-26-png-v3/8100-lilith-web-screenshots/1440x900/8153_web-screenshots_weather-forecast-nyc_dpr1_page1_1440x900.sdr.png	c50_br	8100-lilith-web-screenshots	37	63
https://codec-corpus.r2.imazen.org/imazen-26-png-v3/1400-lilith-nature/1404_nature_palm-trees-sunset_ka-anapali-beach-kaanapali_s21u_iso16-f1p8_20210607-180007_4000x3000.sdr.png	c50_bl	1400-lilith-nature	38	65
https://codec-corpus.r2.imazen.org/imazen-26-png-v3/2400-unsplash-textures/2409_textures_blue-abstract-texture_by-tim-mossholder-shmrlyrv-s0-unsplash_5504x8256.sdr.png	c50_center	2400-unsplash-textures	39	4
https://codec-corpus.r2.imazen.org/imazen-26-png-v3/9094-lilith-ai-illustrations/9130_gen_illustrations_kitchen-dawn-kettle-steam_1024x1536.sdr.png	c50_tr	9094-lilith-ai-illustrations	40	38
https://codec-corpus.r2.imazen.org/imazen-26-png-v3/9226-lilith-ai-products/beauty/9306_gen_products-beauty_florwell-mineral-bath-soak_p0077_1024x1024.sdr.png	full	9226-lilith-ai-products	41	120
https://codec-corpus.r2.imazen.org/imazen-26-png-v3/6000-lilith-scans-public-patents/lynn_conway_us5046022_1bitoriginal/6013_scans-patents_lynn-conway-us5046022-1bit_p014_2320x3408.sdr.png	c25_bl	6000-lilith-scans-public-patents	42	93
https://codec-corpus.r2.imazen.org/imazen-26-png-v3/6000-lilith-scans-public-patents/lynn_conway_us5046022_printrescangray300/6063_scans-patents_lynn-conway-us5046022-rescan-gray_p005_2479x3230.sdr.png	c25_tr	6000-lilith-scans-public-patents	43	60
https://codec-corpus.r2.imazen.org/imazen-26-png-v3/5300-noaa-hurricane-documents/5303_noaa_nhc-helene-al092024_map_p09_2550x3300.sdr.png	c50_tr	5300-noaa-hurricane-documents	44	100
https://codec-corpus.r2.imazen.org/imazen-26-png-v3/2400-unsplash-textures/2405_textures_green-galaxy-speckle_by-logan-voss-bsfdgf4xtac-unsplash_4320x7680.sdr.png	c25_center	2400-unsplash-textures	45	1
https://codec-corpus.r2.imazen.org/imazen-26-png-v3/9226-lilith-ai-products/clothing/womens/activewear/9447_gen_products-clothing-womens-activewear_sportsbra-leggings-coral_onmodel_p0208_1024x1536.sdr.png	c25_tl	9226-lilith-ai-products	46	45
https://codec-corpus.r2.imazen.org/imazen-26-png-v3/7000-lilith-plots/grids/7044_plots_chart-00338-s6215c94e_1024x1024.sdr.png	c25_center	7000-lilith-plots	47	8
https://codec-corpus.r2.imazen.org/imazen-26-png-v3/1400-lilith-nature/1410_nature_coastal-road-view_maui-hawaii_s21u_iso50-f2p4_20210608-170946_4000x3000.sdr.png	c50_bl	1400-lilith-nature	48	14
https://codec-corpus.r2.imazen.org/imazen-26-png-v3/1200-lilith-interiors/1243_interiors_vintage-living-room_la-pedrera-barcelona_zfold7_iso400-f2p2_20260319-183921_3000x4000.sdr.png	c50_tr	1200-lilith-interiors	49	38
https://codec-corpus.r2.imazen.org/imazen-26-png-v3/8100-lilith-web-screenshots/other/8414_web-screenshots_lkml-lists-index_dpr1_page1_1280x800.sdr.png	c50_center	8100-lilith-web-screenshots	50	5
https://codec-corpus.r2.imazen.org/imazen-26-png-v3/9226-lilith-ai-products/home/kitchen/9802_gen_products-home-kitchen_ashridge-espresso-cups_p0563_1536x1024.sdr.png	c25_tr	9226-lilith-ai-products	51	4
https://codec-corpus.r2.imazen.org/imazen-26-png-v3/3300-met-museum-photos/3320_met_six-jewel-rivers_53427_3841x2149.sdr.png	c50_bl	3300-met-museum-photos	52	3
https://codec-corpus.r2.imazen.org/imazen-26-png-v3/5300-noaa-hurricane-documents/5312_noaa_nhc-al042024-debby_p19_2550x3300.sdr.png	c25_br	5300-noaa-hurricane-documents	53	89
https://codec-corpus.r2.imazen.org/imazen-26-png-v3/2400-unsplash-textures/2405_textures_green-galaxy-speckle_by-logan-voss-bsfdgf4xtac-unsplash_4320x7680.sdr.png	c50_br	2400-unsplash-textures	54	5
https://codec-corpus.r2.imazen.org/imazen-26-png-v3/6600-ia-scans-manuscript-illustrations/6604_scans-illustrations_haeckel-moths_plate0058_4865x7207.sdr.png	c50_tl	6600-ia-scans-manuscript-illustrations	55	3
https://codec-corpus.r2.imazen.org/imazen-26-png-v3/9226-lilith-ai-products/toys/9884_gen_products-toys_board-game-box-strategy_p0645_1024x1024.sdr.png	c25_center	9226-lilith-ai-products	56	6
https://codec-corpus.r2.imazen.org/imazen-26-png-v3/1600-lilith-food/1621_food_dessert-on-plate_grindavik-iceland_s23u_iso40-f1p7_20240429-184401_3000x4000.sdr.png	c50_tl	1600-lilith-food	57	55
https://codec-corpus.r2.imazen.org/imazen-26-png-v3/1400-lilith-nature/1461_nature_aerial-coastline-clouds_iceland_s23u_iso10-f1p7_20240421-074547_3000x4000.sdr.png	c25_bl	1400-lilith-nature	58	29
https://codec-corpus.r2.imazen.org/imazen-26-png-v3/8100-lilith-web-screenshots/768x1024/8342_web-screenshots_lkml-lists-index_dpr1_page2_768x1024.sdr.png	c50_center	8100-lilith-web-screenshots	59	13
https://codec-corpus.r2.imazen.org/imazen-26-png-v3/1400-lilith-nature/1439_nature_potted-purple-orchid_kyoto-botanical-garden-kyoto_s23u_iso200-f2p4_20231107-145307_3000x4000.sdr.png	c50_tr	1400-lilith-nature	60	38
https://codec-corpus.r2.imazen.org/imazen-26-png-v3/5300-noaa-hurricane-documents/5304_noaa_nhc-helene-al092024_text-body_p25_2550x3300.sdr.png	c50_br	5300-noaa-hurricane-documents	61	18
https://codec-corpus.r2.imazen.org/imazen-26-png-v3/6000-lilith-scans-public-patents/lynn_conway_us5046022_printrescangray300/6080_scans-patents_lynn-conway-us5046022-rescan-gray_p022_2479x3230.sdr.png	c25_center	6000-lilith-scans-public-patents	62	28
https://codec-corpus.r2.imazen.org/imazen-26-png-v3/8100-lilith-web-screenshots/2880x1800/8232_web-screenshots_loc-exhibitions_dpr2_page1_2880x1800.sdr.png	full	8100-lilith-web-screenshots	63	25
