origin_id	origin_sha256	op_chain	kernel	sharpen	colorspace_path	selection_method	selection_param	rank	cumulative_gp	generator	generator_commit	out_path	out_sha256	width	height	split
1000	625e89f4965cc16d038c37c04687c94035c8bd8ea236aebc82b2b960cd8cac8a	scale504x378	mitchell	0	linear-light	all	1/8			make_variant_set.py	9830bc9	1000_general_red-convertible-car_mission-hills-san-diego-california_note9_iso50-f2p4_20190514-100811_4032x3024.scale504x378.png	582634e50a7128cd3b4088424d738b485a714cbb3edbf616572b1ec2eba6adcf	504	378	train
1001	fe91db079766cf41a4ada9667c20c7ec9ac4a056b43a55ef178f16124bdb8974	scale500x375	mitchell	0	linear-light	all	1/8			make_variant_set.py	9830bc9	1001_general_oceanfront-resort-view_sheraton-waikiki-east-honolulu_s21u_iso32-f1p8_20210602-055442_4000x3000.scale500x375.png	f817d512ede4f2d570dc173be29e714a656387c787aed6ff07435757c80b6eeb	500	375	validate
1002	937a789e05dc059d1337fae9294db8a4ecf4067c73c0b3b626f61ecc59137f30	scale500x375	mitchell	0	linear-light	all	1/8			make_variant_set.py	9830bc9	1002_general_oceanfront-hotel-building_ka-anapali-beach-kaanapali_s21u_iso640-f1p8_20210608-052615_4000x3000.scale500x375.png	19c0482d3b5cbc62645cb5d2f782b604e44fbf50a6d0c6dd1ea553a5781b4786	500	375	train
1003	e8e47a0c310ec189b0341851dd2764fc41a26c70478797ea65eb172a086976ef	scale500x375	mitchell	0	linear-light	all	1/8			make_variant_set.py	9830bc9	1003_general_docked-boat-pier_brick-palace-lahaina_s21u_iso50-f2p2_20210609-124821_4000x3000.scale500x375.png	87c2523c13cda09e152c26176c2a4d984d5828d2afc00663f5071e851e207a3c	500	375	validate
1004	02fe35a72b46c834440db554301a59c91347d4aec843c6ac14495f2973a8b8e1	scale500x375	mitchell	0	linear-light	all	1/8			make_variant_set.py	9830bc9	1004_general_paint-color-samples_s21u_iso200-f1p8_20220304-144007_4000x3000.scale500x375.png	8570d849e9e600458226c7a8e62cd3e159e2b701f277dfee812fab7693156074	500	375	train
1005	24b76dbe49a97a0d8032966b467d09e8146928562f575906b4ba8ca3c43851f7	scale500x375	mitchell	0	linear-light	all	1/8			make_variant_set.py	9830bc9	1005_general_la-pedrera-rooftop-terrace_l-eixample-barcelona-spain_s21u_iso50-f2p2_20220304-165729_4000x3000.scale500x375.png	71f249d3565309219c7eb930b186a8b740687519a88e58f23a9a6e832e9b0331	500	375	validate
1006	78a1c6a80bab29ab5be1c1e756b00e7fad1d70dcd5ecbbcfdd293da6a91fef01	scale500x375	mitchell	0	linear-light	all	1/8			make_variant_set.py	9830bc9	1006_general_church-steeple-among-trees_s21u_iso50-f1p8_20220304-182325_4000x3000.scale500x375.png	035aed961a69ca2adbd6b3be353fd299b9e95e234004722f4679e1e805b98522	500	375	train
1007	b64c893f1b4e8c254fc7e2b1ac965bacf93cf66b32c72c13b8dc0059814ea0f5	scale500x375	mitchell	0	linear-light	all	1/8			make_variant_set.py	9830bc9	1007_general_street-building-with-trees_shinjuku-gyoen-national-garden-shinjuku_s23u_iso10-f1p7_20230702-090345_4000x3000.scale500x375.png	dd64c9380370e2d3cdf2a22510d2729fb15da6d3656816ad2dc04afeb98f1584	500	375	test
1008	46d9454f996cdf5871a3ceab6313863cbd97be8d7d90c848d3bf07de11f61db4	scale500x375	mitchell	0	linear-light	all	1/8			make_variant_set.py	9830bc9	1008_general_city-view-through-window_tokyo-skytree-sumida_s23u_iso50-f2p2_20230706-142333_4000x3000.scale500x375.png	665dfa74e784888ae43d00d2483d1673f9b390dc5af91ef0bac6fb93cfc46be9	500	375	train
1009	072ae0f785316dbf261c4a7d6fdf715fe3822161017c8dbbcf5f3b680e23bd2d	scale500x375	mitchell	0	linear-light	all	1/8			make_variant_set.py	9830bc9	1009_general_aerial-cityscape_tokyo-skytree-sumida_s23u_iso50-f2p4_20230706-144950_4000x3000.scale500x375.png	efeff9ced17c882bb27c0045c4fde26d51ee3b893e45ab273d185818cf7f946a	500	375	test
